"equipmentnumber","type","description","stationnumber","createdAt","updatedAt","x","y"
10264859,"ELEVATOR","zu Gleis 7/8",4765,2018-07-19 10:51:18,2019-11-13 10:45:12,8.2227807,53.1444324
10264861,"ELEVATOR","zu Gleis 5/6",4765,2018-07-19 10:51:18,2019-11-13 10:45:12,8.2227031,53.1442505
10264942,"ELEVATOR","zu Gleis 1/2",964,2018-07-19 10:51:18,2019-11-13 10:45:12,7.1346922,50.0538189
10265067,"ELEVATOR","zu Gleis 1",2791,2018-07-19 10:51:17,2019-11-13 10:45:11,8.8961173,49.4423019
10265077,"ELEVATOR","zu Gleis 1",8053,2018-07-19 10:51:17,2019-11-13 10:45:11,8.8024658,49.3923217
10265078,"ELEVATOR","zu Gleis 2",8053,2018-07-19 10:51:17,2019-11-13 10:45:11,8.8025543,49.3921891
10265082,"ELEVATOR","zu Gleis 1",4316,2018-07-19 10:51:17,2019-11-13 10:45:11,9.11286574,49.34845901
10265083,"ELEVATOR","zu Gleis 2/3",4316,2018-07-19 10:51:17,2019-11-13 10:45:11,9.113097975,49.34843556
10265090,"ELEVATOR","zu Gleis 2/3",2630,2018-07-19 10:51:17,2019-11-13 10:45:11,8.675117498,49.37868012
10265100,"ELEVATOR","zu Gleis 2",2629,2018-07-19 10:51:16,2019-11-13 10:45:11,8.720427779,49.41493234
10265101,"ELEVATOR","zu Gleis 1",2629,2018-07-19 10:51:16,2019-11-13 10:45:11,8.720045,49.4149331
10265107,"ELEVATOR","zu Gleis 1",8050,2018-07-19 10:51:16,2019-11-13 10:45:11,8.689048648,49.39844262
10265303,"ELEVATOR","zu Gleis 1/5",3148,2018-07-19 10:51:18,2019-11-13 10:45:12,7.806418061,48.57642183
10265305,"ELEVATOR","zu Gleis 3/4",3148,2018-07-19 10:51:18,2019-11-13 10:45:12,7.806314085,48.57660964
10265460,"ELEVATOR","zu Gleis 1/21",85,2018-07-19 10:51:19,2019-11-13 10:45:13,8.9433893,51.7664023
10265461,"ELEVATOR","zu Gleis 22/23",85,2018-07-19 10:51:19,2019-11-13 10:45:13,8.94338,51.7662
10266644,"ELEVATOR","zu Gleis 1",7083,2018-07-19 10:51:18,2019-11-13 10:45:12,7.9933988,49.4180154
10267594,"ELEVATOR","zu Gleis 2/3",4287,2018-07-19 10:51:15,2019-11-13 10:45:09,9.577524507,48.98289219
10267598,"ELEVATOR","zu Gleis 1",6111,2018-07-19 10:51:15,2019-11-13 10:45:09,9.500395115,48.99955831
10267599,"ELEVATOR","zu Gleis 2/3",6111,2018-07-19 10:51:15,2019-11-13 10:45:09,9.500320493,48.99939589
10267685,"ELEVATOR","zu Gleis 1",6408,2018-07-19 10:51:17,2019-11-13 10:45:11,9.2373792,52.9211254
10268575,"ELEVATOR","zu Gleis 3/4",1876,2018-07-19 10:51:19,2019-11-13 10:45:13,8.6370633,50.080993
10268576,"ELEVATOR","zu Gleis 1/2",1876,2018-07-19 10:51:19,2019-11-13 10:45:13,8.6368541,50.0809243
10268922,"ELEVATOR","zu Gleis 2/3",340,2018-07-19 10:51:17,2019-11-13 10:45:11,8.6416881,49.1993877
10269207,"ELEVATOR","zu Gleis 1/2",6633,2018-07-19 10:51:16,2019-11-13 10:45:10,11.9711211,51.2046008
10269209,"ELEVATOR","zu Gleis 3/4",6633,2018-07-19 10:51:16,2019-11-13 10:45:10,11.9710009,51.2047457
10270366,"ELEVATOR","zu Gleis 3/4",4762,2018-07-19 10:51:16,2019-11-13 10:45:10,7.119779837,50.88020099
10270367,"ELEVATOR","zu Gleis 1/2",4762,2018-07-19 10:51:16,2019-11-13 10:45:10,7.119981952,50.88010815
10270368,"ELEVATOR","zu Gleis 3/4",4762,2018-07-19 10:51:16,2019-11-13 10:45:10,7.11849873,50.87769842
10270369,"ELEVATOR","zu Gleis 1/2",4762,2018-07-19 10:51:16,2019-11-13 10:45:10,7.118748432,50.87769894
10270593,"ELEVATOR","zu Gleis 3/4",870,2018-07-19 10:51:17,2019-11-13 10:45:11,8.600775923,53.5663142
10270619,"ELEVATOR","zu Gleis 3/4",6822,2018-07-19 10:51:18,2019-11-13 10:45:12,7.3294025,51.4354071
10270620,"ELEVATOR","zu Gleis 2",1703,2018-07-19 10:51:18,2019-11-13 10:45:12,7.0729879,51.4171417
10270621,"ELEVATOR","zu Gleis 1",1703,2018-07-19 10:51:18,2019-11-13 10:45:12,7.0731945,51.4172014
10270871,"ELEVATOR","zu Gleis 1",7385,2018-07-19 10:51:19,2019-10-10 07:00:10,8.4529107,49.4793963
10270872,"ELEVATOR","zu Gleis 2/3",7385,2018-07-19 10:51:19,2019-09-21 07:00:12,8.453072,49.4793109
10271408,"ELEVATOR","zu Gleis 1",2142,2018-07-19 10:51:19,2019-11-13 10:45:13,12.5477535,50.8283143
10271575,"ELEVATOR","zu Gleis 2",4483,2018-07-19 10:51:16,2019-11-13 10:45:10,9.621017189,47.8302962
10271576,"ELEVATOR","zu Gleis 3",4483,2018-07-19 10:51:16,2019-11-13 10:45:10,9.620731501,47.830334
10271752,"ELEVATOR","zu Gleis 8/10",3082,2018-07-19 10:51:17,2019-11-13 10:45:11,7.7689118,49.4357248
10272663,"ELEVATOR","EG - 1.OG - 2.OG",5169,2018-07-19 10:51:19,2019-11-13 10:45:13,12.09957,49.01229
10272876,"ELEVATOR","von EG zu Tunnel",4728,2018-07-19 10:51:16,2019-11-13 10:45:11,13.1754916,50.8573869
10272877,"ELEVATOR","zu Gleis 1/2",4728,2018-07-19 10:51:16,2019-11-13 10:45:11,13.1753495,50.8572629
10273080,"ELEVATOR","zu Gleis 1",5923,2018-07-19 10:51:19,2019-11-13 10:45:13,8.4281813,49.3243061
10273081,"ELEVATOR","zu Gleis 2/3",5923,2018-07-19 10:51:19,2019-11-13 10:45:13,8.4279569,49.3243017
10273277,"ELEVATOR","zu Gleis 2/3",5567,2018-07-19 10:51:16,2019-11-13 10:45:10,8.365199391,49.39301066
10274125,"ELEVATOR","zu Gleis 1",1592,2018-07-19 10:51:18,2019-11-13 10:45:12,9.3699373,48.8131606
10274126,"ELEVATOR","zu Gleis 2/3",1592,2018-07-19 10:51:18,2019-11-13 10:45:12,9.3698973,48.8132874
10274842,"ELEVATOR","zu Gleis 1",1444,2018-07-19 10:51:17,2019-11-13 10:45:11,13.7972272,52.8337565
10274843,"ELEVATOR","zu Gleis 2/3",1444,2018-07-19 10:51:17,2019-11-13 10:45:11,13.7970243,52.8338332
10274845,"ELEVATOR","zu Gleis 4/5",1444,2018-07-19 10:51:17,2019-11-13 10:45:11,13.796788,52.8339225
10275111,"ELEVATOR","zu Gleis 2/3",6759,2018-07-19 10:51:15,2019-11-13 10:45:10,8.6643717,49.2916147
10275112,"ELEVATOR","zu Gleis 1",6759,2018-07-19 10:51:15,2019-11-13 10:45:10,8.6645721,49.2915517
10275177,"ELEVATOR","zu Gleis 1/2",499,2018-07-19 10:51:15,2019-11-13 10:45:10,13.41805462,54.42052727
10275180,"ELEVATOR","zu Gleis 3/4",499,2018-07-19 10:51:15,2019-11-13 10:45:10,13.41790939,54.42069637
10275251,"ELEVATOR","zu Gleis 1/1a",4454,2018-07-19 10:51:17,2019-11-13 10:45:11,8.1421629,49.349701
10275252,"ELEVATOR","zu Gleis 2/3",4454,2018-07-19 10:51:17,2019-11-13 10:45:11,8.1421552,49.3495642
10275253,"ELEVATOR","zu Gleis 4/5",4454,2018-07-19 10:51:17,2019-11-13 10:45:11,8.1421583,49.3494282
10275369,"ELEVATOR","zu Gleis 1",5214,2018-07-19 10:51:16,2019-11-12 07:00:10,7.2306172,50.5771178
10275370,"ELEVATOR","zu Gleis 2/3",3497,2018-07-19 10:51:16,2019-11-13 10:45:11,8.074559,49.3732792
10275716,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",6079,2018-07-19 10:51:19,2019-11-13 10:45:13,9.1642322,48.7721837
10275718,"ELEVATOR","von EG zu UG",6079,2018-07-19 10:51:19,2019-11-13 10:45:13,9.1642,48.7723
10276231,"ELEVATOR","zu Gleis 3/4",1345,2018-07-19 10:51:18,2019-11-13 10:45:12,13.7235069,51.0556976
10276376,"ELEVATOR","zu Gleis 2",3527,2018-07-19 10:51:16,2019-11-13 10:45:10,10.1258302,48.4930878
10276377,"ELEVATOR","zu Gleis 1",3527,2018-07-19 10:51:16,2019-11-13 10:45:10,10.1256896,48.4931886
10276624,"ELEVATOR","DB Lounge",2514,2018-07-19 10:51:17,2019-11-13 10:45:11,10.0072376,53.5534809
10277128,"ELEVATOR","zu Gleis 101/113",597,2018-07-19 10:51:16,2019-11-13 10:45:11,7.86946,50.7897
10277129,"ELEVATOR","zu Gleis 102",597,2018-07-19 10:51:16,2019-11-13 10:45:11,7.86925,50.7895
10277130,"ELEVATOR","zu Gleis 105",597,2018-07-19 10:51:16,2019-11-13 10:45:11,7.86916,50.7894
10277444,"ELEVATOR","zu Gleis 7",4745,2018-07-19 10:51:19,2019-11-13 10:45:13,7.9465476,48.475671
10277469,"ELEVATOR","zu Gleis 2/3",1890,2018-07-19 10:51:19,2019-11-13 10:45:13,9.1975769,48.9299695
10277470,"ELEVATOR","von EG zu Tunnel",1890,2018-07-19 10:51:19,2019-11-13 10:45:13,9.197418,48.9301313
10277472,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",1824,2018-07-19 10:51:19,2019-11-13 10:45:13,9.1940085,48.6908541
10277659,"ELEVATOR","von EG zu Tunnel",3700,2018-07-19 10:51:16,2019-11-13 10:45:10,11.059385,50.1461664
10277691,"ELEVATOR","von EG zu Tunnel",6608,2018-07-19 10:51:16,2019-11-13 10:45:10,8.8725535,48.7550346
10277692,"ELEVATOR","zu Gleis 1/2",6608,2018-07-19 10:51:16,2019-11-13 10:45:10,8.8723681,48.7550957
10277695,"ELEVATOR","zu Gleis 1",6081,2018-07-19 10:51:16,2019-11-13 10:45:10,9.2684866,48.7618466
10277696,"ELEVATOR","zu Gleis 5/6",6081,2018-07-19 10:51:16,2019-11-13 10:45:10,9.2679733,48.7617098
10277697,"ELEVATOR","zu Gleis 1",6806,2018-07-19 10:51:16,2019-11-13 10:45:10,9.4819676,48.7985441
10277698,"ELEVATOR","zu Gleis 2",6806,2018-07-19 10:51:16,2019-11-13 10:45:10,9.482,48.7983956
10277699,"ELEVATOR","zu Gleis 1",6801,2018-07-19 10:51:16,2019-11-13 10:45:10,9.3924723,48.8796308
10277700,"ELEVATOR","zu Gleis 2/3",6801,2018-07-19 10:51:16,2019-11-13 10:45:10,9.3922968,48.8797019
10277747,"ELEVATOR","zu Gleis 2/3",6082,2018-07-19 10:51:15,2019-11-13 10:45:10,9.1080796,48.7180538
10278527,"ELEVATOR","zu Gleis 1",904,2018-07-19 10:51:18,2019-11-13 10:45:12,8.5901208,49.1245597
10278529,"ELEVATOR","zu Gleis 2/3",904,2018-07-19 10:51:18,2019-11-13 10:45:12,8.5899597,49.1246727
10280470,"ELEVATOR","zu Gleis 1",3529,2018-07-19 10:51:16,2019-11-13 10:45:10,7.1224968,51.3547337
10280476,"ELEVATOR","zu Gleis 2",3529,2018-07-19 10:51:16,2019-11-13 10:45:10,7.122258,51.3547853
10280487,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",4469,2018-07-19 10:51:16,2019-11-13 10:45:11,7.0905029,51.3131572
10282172,"ELEVATOR","zu Gleis 1",5950,2018-07-19 10:51:18,2019-11-13 10:45:13,9.4775677,53.5959986
10282173,"ELEVATOR","zu Gleis 2/3",5950,2018-07-19 10:51:18,2019-11-13 10:45:13,9.4777809,53.596108
10282677,"ELEVATOR","von EG zu Tunnel",2457,2018-07-19 10:51:18,2019-11-13 10:45:12,7.4614985,51.3627187
10282731,"ELEVATOR","zu Gleis 1/2",6537,2018-07-19 10:51:17,2019-11-13 10:45:12,9.1638926,51.4928567
10282755,"ELEVATOR","zu Gleis 3/4",6537,2018-07-19 10:51:17,2019-11-13 10:45:11,9.1637379,51.4930515
10282808,"ELEVATOR","zu Gleis 1/2",2457,2018-07-19 10:51:19,2019-11-13 10:45:13,7.4610392,51.3627315
10282809,"ELEVATOR","zu Gleis 14/18",2457,2018-07-19 10:51:19,2019-11-13 10:45:13,7.4597678,51.362794
10282815,"ELEVATOR","zu Gleis 3-6",2457,2018-07-19 10:51:19,2019-11-13 10:45:13,7.4608187,51.3628028
10282821,"ELEVATOR","zu Gleis 7-10",2457,2018-07-19 10:51:19,2019-11-13 10:45:13,7.4603522,51.3628243
10282915,"ELEVATOR","zu Gleis 1/2",1358,2018-07-19 10:51:18,2019-11-13 10:45:12,13.7612436,51.0309089
10282919,"ELEVATOR","zu Gleis 3/4 Abschnitt A/B",5755,2018-07-19 10:51:18,2019-11-13 10:45:12,11.4074088,53.6342706
10283217,"ELEVATOR","zu Gleis 1/2",2522,2018-07-19 10:51:18,2019-11-13 10:45:12,10.0780753,53.5701329
10283327,"ELEVATOR","zu Gleis 1",6252,2018-07-19 10:51:19,2019-11-13 10:45:13,10.9085975,48.9612927
10283329,"ELEVATOR","zu Gleis 2/3",6252,2018-07-19 10:51:19,2019-11-13 10:45:13,10.9083751,48.961324
10283331,"ELEVATOR","zu Gleis 4/5",6252,2018-07-19 10:51:19,2019-11-13 10:45:13,10.9081669,48.9613536
10283335,"ELEVATOR","zu Gleis 1/2",2521,2018-07-19 10:51:19,2019-11-13 10:45:13,10.1536602,53.6043461
10283429,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",4246,2018-07-19 10:51:19,2019-11-13 10:45:13,11.4679999,48.190008
10283436,"ELEVATOR","zu Gleis 1",6825,2018-07-19 10:51:19,2019-11-13 10:45:13,11.7626628,53.0030127
10283453,"ELEVATOR","zu Gleis 1/2",6515,2018-07-19 10:51:19,2019-11-13 10:45:13,11.4556261,48.290372
10283622,"ELEVATOR","zu Gleis 1/2",2805,2018-07-19 10:51:16,2019-11-13 10:45:10,7.904641836,49.44420907
10283623,"ELEVATOR","zu Gleis 3/4",2805,2018-07-19 10:51:16,2019-11-13 10:45:10,7.9046678,49.4440652
10284176,"ELEVATOR","zu Gleis 4 (S-Bahn)",1099,2018-07-19 10:51:17,2019-11-13 10:45:11,11.44434,48.2548953
10284880,"ELEVATOR","zu Gleis 1 (S-Bahn)",1292,2018-07-19 10:51:16,2019-11-13 10:45:10,7.4690102,51.507762
10284893,"ELEVATOR","zu Gleis 2 (S-Bahn)",1292,2018-07-19 10:51:16,2019-11-13 10:45:10,7.4689019,51.5080061
10285670,"ELEVATOR","zu Gleis 2/3",3746,2018-07-19 10:51:17,2019-11-13 10:45:11,8.3488571,51.6706285
10285848,"ELEVATOR","zu Gleis 1",5840,2018-07-19 10:51:18,2019-11-13 10:45:12,7.203026,50.7940012
10285851,"ELEVATOR","zu Gleis 2/3",5840,2019-09-18 13:40:12,2019-11-13 10:45:12,7.2029822,50.7938145
10286561,"ELEVATOR","zu Gleis 1",3109,2018-07-19 10:51:18,2019-11-13 10:45:13,8.4629476,49.0020318
10286562,"ELEVATOR","zu Gleis 2/5",3109,2018-07-19 10:51:18,2019-11-13 10:45:13,8.4627475,49.0022006
10286563,"ELEVATOR","zu Gleis 6/9",3109,2018-07-19 10:51:18,2019-11-13 10:45:13,8.4626205,49.0023405
10286610,"ELEVATOR","zu Gleis 1/2",8091,2018-07-19 10:51:16,2019-11-13 10:45:10,13.7196935,51.0486979
10286645,"ELEVATOR","zu Gleis 5/6",4955,2018-07-19 10:51:16,2019-11-13 10:45:10,12.1302121,50.5061027
10286970,"ELEVATOR","zu Gleis 1",818,2018-07-19 10:51:17,2019-11-13 10:45:11,7.9749883,52.4112563
10286971,"ELEVATOR","zu Gleis 2/4",818,2018-07-19 10:51:17,2019-11-13 10:45:11,7.9746825,52.4112205
10287675,"ELEVATOR","zu Gleis 7",371,2018-07-19 10:51:19,2018-11-06 14:30:16,8.1896628,48.7896615
10288499,"ELEVATOR","zu Gleis 10/11 Abschnitt C/D",6264,2018-07-19 10:51:15,2019-11-13 10:45:09,6.65233,49.7571
10289243,"ELEVATOR","zu Gleis 3",3637,2018-07-19 10:51:18,2019-11-13 10:45:12,12.373008,51.3630942
10289252,"ELEVATOR","zu Gleis 1",301,2018-07-19 10:51:18,2019-11-13 10:45:12,12.6482041,51.1442218
10289253,"ELEVATOR","zu Gleis 2",301,2018-07-19 10:51:18,2019-11-13 10:45:12,12.6483903,51.144285
10289254,"ELEVATOR","zu Gleis 1",2048,2018-07-19 10:51:18,2019-11-13 10:45:12,12.6965407,51.0585231
10289255,"ELEVATOR","zu Gleis 3/4",2048,2018-07-19 10:51:18,2019-11-13 10:45:12,12.6966654,51.0586358
10289402,"ELEVATOR","zu Gleis 4/5",5214,2018-07-19 10:51:19,2019-11-13 10:45:13,7.2303695,50.5769025
10289729,"ELEVATOR","zu Gleis 1",5574,2018-07-19 10:51:15,2019-11-13 10:45:10,12.22171129,51.40235652
10289730,"ELEVATOR","zu Gleis 2",5574,2018-07-19 10:51:15,2019-11-13 10:45:10,12.22159339,51.40250889
10289731,"ELEVATOR","zu Gleis 1 (S-Bahn)",8095,2018-07-19 10:51:15,2019-11-13 10:45:10,12.19461403,51.4031698
10289732,"ELEVATOR","zu Gleis 2 (S-Bahn)",8095,2018-07-19 10:51:15,2019-11-13 10:45:10,12.19467717,51.4032529
10292586,"ELEVATOR","zu Gleis 1/2",2090,2018-07-19 10:51:16,2019-11-13 10:45:10,7.057715923,50.89512572
10292588,"ELEVATOR","zu Gleis 1/2",2090,2018-07-19 10:51:16,2019-11-13 10:45:10,7.057897812,50.89482966
10292606,"ELEVATOR","von EG zu Brücke",2306,2018-07-19 10:51:17,2019-11-13 10:45:11,6.778352002,50.93641833
10292676,"ELEVATOR","zu Gleis 1/2",5343,2018-07-19 10:51:17,2019-11-13 10:45:11,7.052687889,50.91559846
10292677,"ELEVATOR","zu Gleis 1/2",5343,2018-07-19 10:51:17,2019-11-13 10:45:11,7.053091927,50.91567601
10293001,"ELEVATOR","zu Gleis 1/2",3330,2018-07-19 10:51:16,2019-11-13 10:45:10,6.9157447,50.9513361
10293806,"ELEVATOR","zu Gleis 1/2",1348,2018-07-19 10:51:15,2019-11-13 10:45:10,13.7085873,51.0559533
10293911,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",2871,2018-07-19 10:51:17,2019-11-13 10:45:11,13.2757821,52.3967419
10295696,"ELEVATOR","zu Gleis 2/3",5214,2018-07-19 10:51:16,2019-11-13 10:45:10,7.230482,50.5770034
10295790,"ELEVATOR","zu Gleis 2/3",3620,2018-07-19 10:51:17,2019-11-13 10:45:11,9.973820398,52.37649171
10296756,"ELEVATOR","zu Gleis 6/7",6252,2018-07-19 10:51:19,2019-11-13 10:45:13,10.9079557,48.961382
10296893,"ELEVATOR","zu Gleis 1",3840,2018-07-19 10:51:16,2019-11-13 10:45:10,8.408998,49.4470293
10296987,"ELEVATOR","zu Gleis 1/2",2290,2018-07-19 10:51:16,2019-11-13 10:45:10,11.69904779,48.11830219
10297281,"ELEVATOR","zu Gleis 3",3271,2018-07-19 10:51:16,2019-11-13 10:45:10,13.5000577,50.9255801
10297282,"ELEVATOR","zu Gleis 2",3271,2018-07-19 10:51:16,2019-11-13 10:45:10,13.5002136,50.9254664
10297367,"ELEVATOR","zu Gleis 1/2",6072,2018-07-19 10:51:15,2019-11-13 10:45:10,9.2410721,48.7919899
10297736,"ELEVATOR","zu Gleis 1/11",3620,2018-07-19 10:51:18,2019-11-13 10:45:12,9.974906447,52.37700894
10298025,"ELEVATOR","zu Gleis 5/6",6987,2018-07-19 10:51:16,2018-11-04 21:50:10,12.1308729,51.0565125
10298027,"ELEVATOR","zu Gleis 7/8",6987,2018-07-19 10:51:16,2019-11-13 10:45:11,12.1308849,51.0566773
10298312,"ELEVATOR","zu Gleis 1/2",181,2018-07-19 10:51:19,2019-11-13 10:45:13,10.9550993,50.8314398
10298862,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",4362,2018-07-19 10:51:17,2019-11-13 10:45:11,11.6603139,48.0757866
10298863,"ELEVATOR","von EG zu Tunnel",4362,2018-07-19 10:51:17,2019-11-13 10:45:11,11.6604563,48.0758165
10298910,"ELEVATOR","zu Gleis 7/8 (S-Bahn)",537,2018-07-19 10:51:17,2019-11-13 10:45:11,13.3057238,52.5053437
10299484,"ELEVATOR","von Gleis 1/2 zu Gleis 11/12",4859,2018-07-19 10:51:18,2019-11-13 10:45:12,13.3651732,52.4761441
10300610,"ELEVATOR","zu Gleis 2/3",5242,2018-07-19 10:51:16,2019-11-13 10:45:10,9.2093885,48.4964215
10300613,"ELEVATOR","zu Gleis 1",5242,2018-07-19 10:51:16,2019-11-13 10:45:10,9.209621,48.4963183
10301054,"ELEVATOR","zu Gleis 1",5418,2018-07-19 10:51:16,2019-11-13 10:45:10,11.3383662,50.7179608
10301055,"ELEVATOR","zu Gleis 2/3",5418,2018-07-19 10:51:16,2019-11-13 10:45:10,11.3384128,50.717821
10302090,"ELEVATOR","zu Gleis 1",3783,2018-07-19 10:51:19,2019-11-13 10:45:13,7.6654208,47.6143341
10302637,"ELEVATOR","zu Gleis 1",8045,2018-07-19 10:51:16,2019-11-13 10:45:11,7.672134665,47.62401235
10303020,"ELEVATOR","zu Gleis 1",5333,2018-07-19 10:51:17,2019-11-13 10:45:11,9.3190268,48.8154994
10303022,"ELEVATOR","zu Gleis 2",5333,2018-07-19 10:51:17,2019-11-13 10:45:11,9.3190799,48.8155913
10303646,"ELEVATOR","zu Gleis 2",6403,2018-07-19 10:51:16,2019-11-13 10:45:10,9.876277227,49.83099815
10303862,"ELEVATOR","zu Gleis 4/5",6077,2018-07-19 10:51:17,2019-11-13 10:45:11,9.2175775,48.8012716
10304105,"ELEVATOR","zu Gleis 1",5702,2018-07-19 10:51:16,2019-11-13 10:45:10,10.7683132,48.1787382
10304106,"ELEVATOR","zu Gleis 2",5702,2018-07-19 10:51:16,2019-11-13 10:45:10,10.7684138,48.1786645
10304169,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",6346,2018-07-19 10:51:16,2019-11-13 10:45:10,11.6468213,48.1901417
10304638,"ELEVATOR","zu Gleis 1/120",3082,2018-07-19 10:51:17,2019-11-13 10:45:11,7.7685791,49.4361634
10304649,"ELEVATOR","UG ; EG/PU",622,2018-07-19 10:51:17,2019-11-13 10:45:12,8.5329397,52.0292957
10304798,"ELEVATOR","von EG zu UG",5016,2018-07-19 10:51:19,2019-11-13 10:45:13,13.3771234,52.5097425
10304800,"ELEVATOR","von UG zu Gleis 11/12 (S-Bahn)",5016,2018-07-19 10:51:18,2019-11-13 10:45:12,13.37651595,52.50941757
10304801,"ELEVATOR","von UG zu Gleis 13/14 (S-Bahn)",5016,2018-07-19 10:51:18,2019-11-13 10:45:12,13.37677772,52.50943502
10304858,"ELEVATOR","zu Gleis 1/2",2227,2018-07-19 10:51:18,2019-11-13 10:45:13,11.426056,48.1205082
10305053,"ELEVATOR","zu Gleis 1/2",5016,2018-07-19 10:51:18,2019-11-13 10:45:12,13.3758198,52.5098221
10305059,"ELEVATOR","zu Gleis 3/4",5016,2018-07-19 10:51:18,2019-11-13 10:45:12,13.376073,52.5087941
10306675,"ELEVATOR","zu Gleis 3/4",5016,2018-07-19 10:51:16,2019-11-13 10:45:10,13.3761131,52.5098235
10307731,"ELEVATOR","zu Gleis 2/3",5682,2018-07-19 10:51:17,2018-09-29 14:30:13,9.5260539,48.8068934
10307734,"ELEVATOR","zu Gleis 4/5",5682,2018-07-19 10:51:17,2018-09-29 14:30:13,9.5260327,48.8070949
10307753,"ELEVATOR","zu Gleis 1/14",5682,2018-07-19 10:51:19,2018-09-29 14:30:14,9.5258688,48.8071943
10308251,"ELEVATOR","zu Gleis 1/2",5755,2018-07-19 10:51:19,2019-11-13 10:45:13,11.4076504,53.6342718
10309360,"ELEVATOR","von EG zu Empfangshalle",3174,2018-07-19 10:51:18,2019-11-13 10:45:12,10.13212,54.31535
10309362,"ELEVATOR","Verwaltungsgebäude",3174,2018-07-19 10:51:18,2019-11-13 10:45:12,10.13251,54.3151
10310129,"ELEVATOR","zu Gleis 1/2 Abschnitt D/E",1634,2018-07-19 10:51:17,2019-11-13 10:45:11,11.0379147,50.9725055
10310130,"ELEVATOR","zu Gleis 3-8 Abschnitt D/E",1634,2018-07-19 10:51:17,2019-11-13 10:45:11,11.0380401,50.9723388
10310415,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",4092,2018-07-19 10:51:18,2019-11-13 10:45:12,13.2321301,52.4372585
10310537,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",237,2018-07-19 10:51:19,2019-11-13 10:45:13,13.091279,52.39128276
10310569,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",548,2018-07-19 10:51:19,2018-11-06 14:30:16,13.5797837,52.45875909
10310674,"ELEVATOR","von EG zu Tunnel",5131,2018-07-19 10:51:18,2019-11-13 10:45:13,12.3548831,52.5996977
10310675,"ELEVATOR","zu Gleis 1/2",4265,2018-07-19 10:51:18,2019-11-13 10:45:13,11.4780749,48.1640797
10310676,"ELEVATOR","zu Gleis 1/2",4265,2018-07-19 10:51:18,2019-11-13 10:45:13,11.4779594,48.1643736
10310997,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",1944,2018-07-19 10:51:17,2019-11-13 10:45:11,13.5187139,52.5141394
10311112,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",553,2018-07-19 10:51:18,2019-11-13 10:45:12,13.5416038,52.5439346
10311537,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",556,2018-07-19 10:51:17,2019-11-13 10:45:11,13.4775297,52.5014638
10311574,"ELEVATOR","zu Gleis 1/2",6529,2018-07-19 10:51:16,2019-11-13 10:45:11,10.12292604,53.58638352
10311576,"ELEVATOR","von EG zu Tunnel",6529,2018-07-19 10:51:16,2019-11-13 10:45:11,10.1231381,53.5863209
10311755,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",1932,2018-07-19 10:51:18,2019-11-13 10:45:12,13.34053244,52.46995554
10311767,"ELEVATOR","zu Gleis 3",7720,2018-07-19 10:51:18,2019-11-13 10:45:12,13.3278932,52.4292789
10311897,"ELEVATOR","zu Gleis 4",7720,2018-07-19 10:51:19,2019-11-13 10:45:13,13.3282097,52.4291125
10312109,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",6340,2018-07-19 10:51:18,2019-11-13 10:45:12,13.3802582,52.5164729
10312640,"ELEVATOR","zu Gleis 2",3877,2018-07-19 10:51:16,2019-11-13 10:45:10,12.29282866,51.39022672
10312641,"ELEVATOR","zu Gleis 1/2",3649,2018-07-19 10:51:16,2019-11-13 10:45:10,12.32172192,51.38063223
10312642,"ELEVATOR","von EG zu Tunnel",3649,2018-07-19 10:51:16,2019-11-13 10:45:10,12.32154802,51.38056344
10312727,"ELEVATOR","zu Gleis 5/6 (S-Bahn)",537,2018-07-19 10:51:17,2019-11-13 10:45:11,13.3057846,52.5052127
10312802,"ELEVATOR","zu Gleis 1/2",551,2018-07-19 10:51:17,2019-11-13 10:45:11,13.611659,52.5123106
10312803,"ELEVATOR","zu Gleis 3/4",551,2018-07-19 10:51:17,2019-11-13 10:45:11,13.6117002,52.5121505
10312985,"ELEVATOR","EG - Gleis 5/6 - UG",528,2018-07-19 10:51:18,2019-11-13 10:45:12,13.3891592,52.5487805
10312990,"ELEVATOR","EG - Gleis 7/8 - UG",528,2018-07-19 10:51:18,2019-11-13 10:45:12,13.3891877,52.5485649
10312994,"ELEVATOR","EG - Gleis 9/10 - UG",528,2018-07-19 10:51:18,2019-11-13 10:45:12,13.3892166,52.5483554
10313316,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",557,2018-07-19 10:51:17,2019-11-13 10:45:11,13.2139398,52.4397582
